,var_freq,var_count,var_norm_count,var_cum_norm_count,var_cum_count,var_norm_freq,var_log_freq,var_log_cum_count,cum_norm_y_hat,cum_y_hat
0,1,3621,1.0,1.0,3621,0.0,0.0,3.5588285248170117,0.9999999952513986,3620.9999828148116
1,2,49,0.012987012987012988,1.0129870129870129,3670,0.5,0.3010299956639812,3.5646660642520893,1.012987007720683,3669.999980941152
2,3,2,0.0,1.0129870129870129,3672,1.0,0.47712125471966244,3.564902672529205,1.0129870252499313,3672.0000443795016
